NAME,CDL_CODE,AREA,PERCENTAGE,YEAR,SWAT_CODE
Dbl Crop Oats/Corn,226,0.0,0.0,2021,CORN
Dbl Crop Triticale/Corn,228,10.63,0.01,2021,CORN
Pumpkins,229,33.75,0.03,2021,AGRR
Dbl Crop WinWht/Sorghum,236,0.91,0.0,2021,AGRR
Blueberries,242,192.55,0.18,2021,GRAP
Cabbage,243,19.21,0.02,2021,CABG
Cauliflower,244,0.09,0.0,2021,CAUF
Celery,245,3.91,0.0,2021,CELR
Radishes,246,2.28,0.0,2021,RADI
Turnips,247,0.52,0.0,2021,AGRR
Gourds,249,0.05,0.0,2021,ORCD
Dbl Crop Barley/Soybeans,254,0.0,0.0,2021,AGRR
Corn,1,10654.83,9.75,2022,CORN
Sorghum,4,45.66,0.04,2022,SGHY
Soybeans,5,10318.92,9.44,2022,SOYB
Sunflower,6,12.59,0.01,2022,SUNF
Sweet Corn,12,8.52,0.01,2022,CORN
Pop or Orn Corn,13,4.6,0.0,2022,CORN
Mint,14,10.54,0.01,2022,AGRR
Barley,21,5.62,0.01,2022,BARL
Spring Wheat,23,3.93,0.0,2022,SWHT
Winter Wheat,24,1705.94,1.56,2022,WWHT
Dbl Crop WinWht/Soybeans,26,5.3,0.0,2022,SOYB
Rye,27,175.77,0.16,2022,RYE
Oats,28,292.04,0.27,2022,OATS
Millet,29,3.88,0.0,2022,LENT
Speltz,30,7.95,0.01,2022,GRAS
Canola,31,4.11,0.0,2022,CANA
Alfalfa,36,3986.02,3.65,2022,ALFA
Other Hay/Non Alfalfa,37,607.78,0.56,2022,ALFA
Buckwheat,39,2.09,0.0,2022,AGRR
Sugarbeets,41,554.75,0.51,2022,AGRR
Dry Beans,42,810.56,0.74,2022,AGRR
Potatoes,43,254.98,0.23,2022,POTA
Other Crops,44,10.0,0.01,2022,AGRR
Misc Vegs & Fruits,47,0.79,0.0,2022,AGRR
Watermelons,48,6.48,0.01,2022,WMEL
Onions,49,5.71,0.01,2022,ONIO
Cucumbers,50,153.61,0.14,2022,CUCM
Peas,53,7.47,0.01,2022,PEAS
Tomatoes,54,12.37,0.01,2022,TOMA
Hops,56,0.64,0.0,2022,AGRR
Herbs,57,3.77,0.0,2022,SHRB
Clover/Wildflowers,58,121.15,0.11,2022,CLVA
Sod/Grass Seed,59,34.89,0.03,2022,GRAS
Switchgrass,60,0.9,0.0,2022,GRAS
Fallow/Idle Cropland,61,997.01,0.91,2022,AGRR
Cherries,66,428.18,0.39,2022,GRAP
Peaches,67,6.66,0.01,2022,GRAP
Apples,68,336.46,0.31,2022,APPL
Grapes,69,107.01,0.1,2022,GRAP
Christmas Trees,70,185.25,0.17,2022,GRAP
Other Tree Crops,71,6.4,0.01,2022,GRAP
Walnuts,76,1.28,0.0,2022,WALN
Pears,77,3.35,0.0,2022,GRAP
Aquaculture,92,0.59,0.0,2022,AGRR
Open Water,111,2588.09,2.37,2022,WATR
Developed/Open Space,121,5956.52,5.45,2022,UIDU
Developed/Low Intensity,122,5108.28,4.67,2022,URLD
Developed/Med Intensity,123,2999.4,2.74,2022,URMD
Developed/High Intensity,124,1173.4,1.07,2022,URHD
Barren,131,288.88,0.26,2022,SHRB
Deciduous Forest,141,24188.72,22.13,2022,FRSD
Evergreen Forest,142,4535.67,4.15,2022,FRSE
Mixed Forest,143,2703.54,2.47,2022,FRST
Shrubland,152,772.27,0.71,2022,SHRB
 Grassland/Pasture,176,6323.29,5.79,2022,PAST
Woody Wetlands,190,19896.56,18.2,2022,WETL
Herbaceous Wetlands,195,508.09,0.46,2022,WETL
Triticale,205,21.42,0.02,2022,TRIT
Carrots,206,10.0,0.01,2022,CRRT
Asparagus,207,33.37,0.03,2022,ASPN
Garlic,208,0.06,0.0,2022,AGRL
Broccoli,214,1.31,0.0,2022,BROC
Peppers,216,7.61,0.01,2022,PEPP
Plums,220,0.42,0.0,2022,GRAP
Strawberries,221,0.14,0.0,2022,GRAP
Squash,222,36.75,0.03,2022,AGRR
Vetch,224,0.73,0.0,2022,GRAS
Dbl Crop WinWht/Corn,225,2.28,0.0,2022,CORN
Dbl Crop Triticale/Corn,228,2.77,0.0,2022,CORN
Pumpkins,229,10.75,0.01,2022,AGRR
Dbl Crop WinWht/Sorghum,236,0.0,0.0,2022,AGRR
Dbl Crop Barley/Corn,237,0.0,0.0,2022,AGRR
Dbl Crop Soybeans/Oats,240,0.59,0.0,2022,AGRR
Blueberries,242,194.67,0.18,2022,GRAP
Cabbage,243,15.18,0.01,2022,CABG
Celery,245,1.59,0.0,2022,CELR
Radishes,246,0.16,0.0,2022,RADI
Turnips,247,2.83,0.0,2022,AGRR
Gourds,249,0.77,0.0,2022,ORCD
Dbl Crop Barley/Soybeans,254,0.0,0.0,2022,AGRR
